,round_log_date,round_departure_date,Route,Price,AL
32941,2019-05-08,2019-09-04,THRMHD,4600500,2
32944,2019-05-08,2019-09-05,THRMHD,4742000,3
32946,2019-05-08,2019-09-06,THRMHD,4186250,4
32948,2019-05-08,2019-09-07,THRMHD,5183666.66666667,3
32950,2019-05-08,2019-09-08,THRMHD,3938000,2
32952,2019-05-08,2019-09-09,THRMHD,3447666.66666667,3
32954,2019-05-08,2019-09-10,THRMHD,4874666.66666667,3
32956,2019-05-08,2019-09-11,MHDTHR,3240000,1
32957,2019-05-08,2019-09-11,THRMHD,5221000,1
32959,2019-05-08,2019-09-12,MHDTHR,4424250,4
32961,2019-05-08,2019-09-12,THRMHD,3896000,1
32968,2019-05-08,2019-09-16,MHDTHR,3250000,2
32971,2019-05-08,2019-09-17,MHDTHR,3995333.33333333,3
32973,2019-05-08,2019-09-17,THRMHD,4158666.66666667,3
32975,2019-05-08,2019-09-18,MHDTHR,5221000,1
32977,2019-05-08,2019-09-18,THRMHD,4406000,2
32980,2019-05-08,2019-09-19,THRMHD,3980000,1
32982,2019-05-08,2019-09-20,THRMHD,4186250,4
32984,2019-05-08,2019-09-21,THRMHD,4437000,3
32985,2019-05-08,2019-09-22,THRMHD,4137000,2
32986,2019-05-08,2019-09-23,MHDTHR,3844666.66666667,3
32987,2019-05-08,2019-09-23,THRMHD,3116500,2
32988,2019-05-08,2019-09-24,THRMHD,3938000,2
32989,2019-05-08,2019-09-25,MHDTHR,3896000,1
32991,2019-05-08,2019-09-25,THRMHD,4406000,2
32993,2019-05-08,2019-09-26,THRMHD,3938000,2
32995,2019-05-08,2019-09-27,THRMHD,4119000,3
32998,2019-05-08,2019-09-28,THRMHD,4498333.33333333,3
33004,2019-05-08,2019-10-02,THRMHD,4600500,2
33005,2019-05-08,2019-10-03,THRMHD,3938000,2
33009,2019-05-08,2019-10-12,THRMHD,4600500,2
33010,2019-05-08,2019-10-13,THRMHD,3938000,2
33016,2019-05-08,2019-10-26,THRMHD,4600500,2
33017,2019-05-08,2019-10-27,THRMHD,3938000,2
33018,2019-05-08,2019-10-28,THRMHD,2253000,1
33021,2019-05-09,2019-05-09,MHDTHR,1445300,10
33025,2019-05-09,2019-05-09,THRMHD,2026500,8
33029,2019-05-09,2019-05-10,MHDTHR,1711300,10
33033,2019-05-09,2019-05-10,THRMHD,1646500,12
33037,2019-05-09,2019-05-11,MHDTHR,2234986.15384615,13
33041,2019-05-09,2019-05-11,THRMHD,1584050,10
33045,2019-05-09,2019-05-12,MHDTHR,2100454.54545455,11
33049,2019-05-09,2019-05-12,THRMHD,1769636.36363636,11
33053,2019-05-09,2019-05-13,MHDTHR,2252272.72727273,11
33057,2019-05-09,2019-05-13,THRMHD,1827777.77777778,9
33061,2019-05-09,2019-05-14,MHDTHR,2053300,10
33065,2019-05-09,2019-05-14,THRMHD,1986050.90909091,11
33069,2019-05-09,2019-05-15,MHDTHR,2133300,10
33073,2019-05-09,2019-05-15,THRMHD,2132000,10
33077,2019-05-09,2019-05-16,MHDTHR,2091818.18181818,11
33081,2019-05-09,2019-05-16,THRMHD,2338777.77777778,9
33085,2019-05-09,2019-05-17,MHDTHR,2230000,9
33089,2019-05-09,2019-05-17,THRMHD,2106800,10
33093,2019-05-09,2019-05-18,MHDTHR,2434000,12
33097,2019-05-09,2019-05-18,THRMHD,2032545.45454545,11
33101,2019-05-09,2019-05-19,MHDTHR,2382750,8
33105,2019-05-09,2019-05-19,THRMHD,2263714.28571429,7
33109,2019-05-09,2019-05-20,MHDTHR,2494300,10
33113,2019-05-09,2019-05-20,THRMHD,2409777.77777778,9
33117,2019-05-09,2019-05-21,MHDTHR,2496000,8
33121,2019-05-09,2019-05-21,THRMHD,2436300,10
33125,2019-05-09,2019-05-22,MHDTHR,2429000,11
33129,2019-05-09,2019-05-22,THRMHD,2524700,10
33133,2019-05-09,2019-05-23,MHDTHR,2596000,9
33137,2019-05-09,2019-05-23,THRMHD,3890025,8
33141,2019-05-09,2019-05-24,MHDTHR,2932250,8
33145,2019-05-09,2019-05-24,THRMHD,3827818.18181818,11
33149,2019-05-09,2019-05-25,MHDTHR,3289888.88888889,9
33153,2019-05-09,2019-05-25,THRMHD,3874444.44444444,9
33157,2019-05-09,2019-05-26,MHDTHR,3274428.57142857,7
33161,2019-05-09,2019-05-26,THRMHD,3413111.11111111,9
33165,2019-05-09,2019-05-27,MHDTHR,4305222.22222222,9
33169,2019-05-09,2019-05-27,THRMHD,3672750,8
33173,2019-05-09,2019-05-28,MHDTHR,3494857.14285714,7
33177,2019-05-09,2019-05-28,THRMHD,2872688.88888889,9
33181,2019-05-09,2019-05-29,MHDTHR,2904375,8
33185,2019-05-09,2019-05-29,THRMHD,2859888.88888889,9
33189,2019-05-09,2019-05-30,MHDTHR,2867333.33333333,9
33193,2019-05-09,2019-05-30,THRMHD,3483500,8
33197,2019-05-09,2019-05-31,MHDTHR,3222625,8
33201,2019-05-09,2019-05-31,THRMHD,3058727.27272727,11
33205,2019-05-09,2019-06-01,MHDTHR,3425416.66666667,12
33209,2019-05-09,2019-06-01,THRMHD,3417200,10
33213,2019-05-09,2019-06-02,MHDTHR,3252625,8
33217,2019-05-09,2019-06-02,THRMHD,3730857.14285714,7
33221,2019-05-09,2019-06-03,MHDTHR,3408444.44444444,9
33225,2019-05-09,2019-06-03,THRMHD,4387375,8
33229,2019-05-09,2019-06-04,MHDTHR,3308750,8
33233,2019-05-09,2019-06-04,THRMHD,5083250,8
33237,2019-05-09,2019-06-05,MHDTHR,3270333.33333333,9
33241,2019-05-09,2019-06-05,THRMHD,4045750,8
33245,2019-05-09,2019-06-06,MHDTHR,3768375,8
33249,2019-05-09,2019-06-06,THRMHD,4214750,8
33253,2019-05-09,2019-06-07,MHDTHR,4399428.57142857,7
33257,2019-05-09,2019-06-07,THRMHD,3398888.88888889,9
33261,2019-05-09,2019-06-08,MHDTHR,5145125,8
33265,2019-05-09,2019-06-08,THRMHD,3611250,8
33269,2019-05-09,2019-06-09,MHDTHR,4437714.28571429,7
33273,2019-05-09,2019-06-09,THRMHD,3535571.42857143,7
33277,2019-05-09,2019-06-10,MHDTHR,3642625,8
33281,2019-05-09,2019-06-10,THRMHD,3169000,7
33285,2019-05-09,2019-06-11,MHDTHR,3652285.71428571,7
33289,2019-05-09,2019-06-11,THRMHD,3549857.14285714,7
33293,2019-05-09,2019-06-12,MHDTHR,3166571.42857143,7
33297,2019-05-09,2019-06-12,THRMHD,3260428.57142857,7
33301,2019-05-09,2019-06-13,MHDTHR,3295250,8
33305,2019-05-09,2019-06-13,THRMHD,3878428.57142857,7
33309,2019-05-09,2019-06-14,MHDTHR,3657000,7
33313,2019-05-09,2019-06-14,THRMHD,3420375,8
33317,2019-05-09,2019-06-15,MHDTHR,3587250,8
33321,2019-05-09,2019-06-15,THRMHD,3375250,8
33325,2019-05-09,2019-06-16,MHDTHR,3263714.28571429,7
33329,2019-05-09,2019-06-16,THRMHD,3741500,6
33333,2019-05-09,2019-06-17,MHDTHR,3433625,8
33337,2019-05-09,2019-06-17,THRMHD,3358000,7
33341,2019-05-09,2019-06-18,MHDTHR,3535571.42857143,7
33345,2019-05-09,2019-06-18,THRMHD,3549857.14285714,7
33349,2019-05-09,2019-06-19,MHDTHR,3195250,8
33353,2019-05-09,2019-06-19,THRMHD,3246142.85714286,7
33357,2019-05-09,2019-06-20,MHDTHR,3339125,8
33361,2019-05-09,2019-06-20,THRMHD,3864142.85714286,7
33365,2019-05-09,2019-06-21,MHDTHR,3558571.42857143,7
33369,2019-05-09,2019-06-21,THRMHD,3420375,8
33373,2019-05-09,2019-06-22,MHDTHR,3599125,8
33377,2019-05-09,2019-06-22,THRMHD,3796333.33333333,6
33381,2019-05-09,2019-06-23,MHDTHR,3946666.66666667,3
33385,2019-05-09,2019-06-23,THRMHD,3995333.33333333,3
33389,2019-05-09,2019-06-24,MHDTHR,3626500,4
33393,2019-05-09,2019-06-24,THRMHD,3447666.66666667,3
33397,2019-05-09,2019-06-25,MHDTHR,3995333.33333333,3
33400,2019-05-09,2019-06-25,THRMHD,3842000,3
33403,2019-05-09,2019-06-26,MHDTHR,3201000,3
33407,2019-05-09,2019-06-26,THRMHD,2922000,2
33411,2019-05-09,2019-06-27,MHDTHR,3544250,4
33414,2019-05-09,2019-06-27,THRMHD,4434666.66666667,3
33418,2019-05-09,2019-06-28,MHDTHR,3841333.33333333,3
33422,2019-05-09,2019-06-28,THRMHD,3766750,4
33425,2019-05-09,2019-06-29,MHDTHR,4219250,4
33429,2019-05-09,2019-06-29,THRMHD,3682250,4
33433,2019-05-09,2019-06-30,MHDTHR,4797666.66666667,3
33437,2019-05-09,2019-06-30,THRMHD,3938000,2
33441,2019-05-09,2019-07-01,MHDTHR,3250000,2
33444,2019-05-09,2019-07-01,THRMHD,3447666.66666667,3
33448,2019-05-09,2019-07-02,MHDTHR,3995333.33333333,3
33452,2019-05-09,2019-07-02,THRMHD,3842000,3
33454,2019-05-09,2019-07-03,MHDTHR,4116750,4
33458,2019-05-09,2019-07-03,THRMHD,2746500,2
33461,2019-05-09,2019-07-04,MHDTHR,3259750,4
33463,2019-05-09,2019-07-04,THRMHD,4158666.66666667,3
33467,2019-05-09,2019-07-05,MHDTHR,3579000,3
33470,2019-05-09,2019-07-05,THRMHD,3159750,4
33473,2019-05-09,2019-07-06,MHDTHR,4219250,4
33477,2019-05-09,2019-07-06,THRMHD,3376333.33333333,3
33481,2019-05-09,2019-07-07,MHDTHR,2253000,1
33485,2019-05-09,2019-07-07,THRMHD,3995333.33333333,3
33489,2019-05-09,2019-07-08,MHDTHR,3626500,4
33493,2019-05-09,2019-07-08,THRMHD,3447666.66666667,3
33496,2019-05-09,2019-07-09,MHDTHR,3995333.33333333,3
33499,2019-05-09,2019-07-09,THRMHD,3842000,3
33502,2019-05-09,2019-07-10,MHDTHR,4190333.33333333,3
33506,2019-05-09,2019-07-10,THRMHD,3620000,2
33509,2019-05-09,2019-07-11,MHDTHR,3444750,4
33512,2019-05-09,2019-07-11,THRMHD,4762000,3
33514,2019-05-09,2019-07-12,MHDTHR,3708666.66666667,3
33517,2019-05-09,2019-07-12,THRMHD,3797250,4
33520,2019-05-09,2019-07-13,MHDTHR,4119750,4
33524,2019-05-09,2019-07-13,THRMHD,4572250,4
33528,2019-05-09,2019-07-14,MHDTHR,3743666.66666667,3
33532,2019-05-09,2019-07-14,THRMHD,4352000,2
33536,2019-05-09,2019-07-15,MHDTHR,4824000,4
33540,2019-05-09,2019-07-15,THRMHD,3447666.66666667,3
33542,2019-05-09,2019-07-16,MHDTHR,5345333.33333333,3
33545,2019-05-09,2019-07-16,THRMHD,3595333.33333333,3
33547,2019-05-09,2019-07-17,MHDTHR,4489250,4
33551,2019-05-09,2019-07-17,THRMHD,3116500,2
33555,2019-05-09,2019-07-18,MHDTHR,3259750,4
33558,2019-05-09,2019-07-18,THRMHD,4158666.66666667,3
33560,2019-05-09,2019-07-19,MHDTHR,3708666.66666667,3
33561,2019-05-09,2019-07-19,THRMHD,3444250,4
33564,2019-05-09,2019-07-20,MHDTHR,3934750,4
33567,2019-05-09,2019-07-20,THRMHD,2253000,1
33570,2019-05-09,2019-07-21,MHDTHR,3611000,3
33572,2019-05-09,2019-07-21,THRMHD,3938000,2
33575,2019-05-09,2019-07-22,MHDTHR,3626500,4
33577,2019-05-09,2019-07-22,THRMHD,3447666.66666667,3
33579,2019-05-09,2019-07-23,MHDTHR,3995333.33333333,3
33581,2019-05-09,2019-07-23,THRMHD,3842000,3
33584,2019-05-09,2019-07-24,MHDTHR,4190333.33333333,3
33587,2019-05-09,2019-07-24,THRMHD,3315500,2
33589,2019-05-09,2019-07-25,MHDTHR,3315500,2
33591,2019-05-09,2019-07-25,THRMHD,4434666.66666667,3
33593,2019-05-09,2019-07-26,MHDTHR,3841333.33333333,3
33595,2019-05-09,2019-07-26,THRMHD,3444250,4
33596,2019-05-09,2019-07-27,MHDTHR,4572250,4
33599,2019-05-09,2019-07-27,THRMHD,3659250,4
33600,2019-05-09,2019-07-28,MHDTHR,4797666.66666667,3
33604,2019-05-09,2019-07-28,THRMHD,3938000,2
33605,2019-05-09,2019-07-29,MHDTHR,3712000,3
33607,2019-05-09,2019-07-29,THRMHD,3447666.66666667,3
33609,2019-05-09,2019-07-30,MHDTHR,3865666.66666667,3
33610,2019-05-09,2019-07-30,THRMHD,3974666.66666667,3
33612,2019-05-09,2019-07-31,MHDTHR,4116750,4
33614,2019-05-09,2019-07-31,THRMHD,3250000,2
33616,2019-05-09,2019-08-01,THRMHD,4158666.66666667,3
33618,2019-05-09,2019-08-02,MHDTHR,3591000,1
33619,2019-05-09,2019-08-02,THRMHD,3444250,4
33620,2019-05-09,2019-08-03,MHDTHR,4219250,4
33621,2019-05-09,2019-08-03,THRMHD,3116500,2
33622,2019-05-09,2019-08-04,THRMHD,3995333.33333333,3
33625,2019-05-09,2019-08-05,THRMHD,3723666.66666667,3
33627,2019-05-09,2019-08-06,MHDTHR,3896000,1
33629,2019-05-09,2019-08-06,THRMHD,4742000,3
33631,2019-05-09,2019-08-07,MHDTHR,4190333.33333333,3
33633,2019-05-09,2019-08-07,THRMHD,3425500,2
33635,2019-05-09,2019-08-08,MHDTHR,3544250,4
33637,2019-05-09,2019-08-08,THRMHD,4762000,3
33640,2019-05-09,2019-08-09,THRMHD,3797250,4
33642,2019-05-09,2019-08-10,THRMHD,4301500,2
33645,2019-05-09,2019-08-11,THRMHD,3568000,2
33646,2019-05-09,2019-08-12,MHDTHR,3626500,4
33649,2019-05-09,2019-08-12,THRMHD,4194333.33333333,3
33651,2019-05-09,2019-08-13,MHDTHR,4742000,3
33655,2019-05-09,2019-08-13,THRMHD,4158666.66666667,3
33657,2019-05-09,2019-08-14,MHDTHR,4764500,4
33660,2019-05-09,2019-08-14,THRMHD,4600500,2
33663,2019-05-09,2019-08-15,MHDTHR,4001750,4
33666,2019-05-09,2019-08-16,MHDTHR,3579000,3
33670,2019-05-09,2019-08-17,MHDTHR,4961250,4
33673,2019-05-09,2019-08-18,MHDTHR,5221000,1
33679,2019-05-09,2019-08-19,THRMHD,3116500,2
33682,2019-05-09,2019-08-20,THRMHD,4742000,3
33686,2019-05-09,2019-08-21,THRMHD,4406000,2
33688,2019-05-09,2019-08-22,MHDTHR,4230500,2
33690,2019-05-09,2019-08-22,THRMHD,4291333.33333333,3
33692,2019-05-09,2019-08-23,MHDTHR,3708666.66666667,3
33694,2019-05-09,2019-08-24,MHDTHR,4230500,2
33696,2019-05-09,2019-08-25,MHDTHR,4933666.66666667,3
33699,2019-05-09,2019-08-25,THRMHD,3896000,1
33700,2019-05-09,2019-08-26,MHDTHR,3896000,1
33702,2019-05-09,2019-08-26,THRMHD,3116500,2
33705,2019-05-09,2019-08-27,THRMHD,3974666.66666667,3
33706,2019-05-09,2019-08-28,MHDTHR,3896000,1
33708,2019-05-09,2019-08-28,THRMHD,5221000,1
33713,2019-05-09,2019-08-30,THRMHD,4190333.33333333,3
33717,2019-05-09,2019-08-31,THRMHD,4498333.33333333,3
33721,2019-05-09,2019-09-01,THRMHD,3896000,1
33722,2019-05-09,2019-09-02,MHDTHR,3250000,2
33726,2019-05-09,2019-09-03,MHDTHR,3995333.33333333,3
33728,2019-05-09,2019-09-04,MHDTHR,5221000,1
33731,2019-05-09,2019-09-08,THRMHD,3938000,2
33732,2019-05-09,2019-09-09,THRMHD,3723666.66666667,3
33733,2019-05-09,2019-09-11,MHDTHR,3240000,1
33735,2019-05-09,2019-09-11,THRMHD,4600500,2
33738,2019-05-09,2019-09-12,MHDTHR,4424250,4
33740,2019-05-09,2019-09-12,THRMHD,4291333.33333333,3
33747,2019-05-09,2019-09-24,THRMHD,3896000,1
33749,2019-05-09,2019-09-28,MHDTHR,3240000,1
33751,2019-05-09,2019-09-29,MHDTHR,4406000,2
33752,2019-05-09,2019-09-29,THRMHD,3896000,1
33754,2019-05-09,2019-09-30,MHDTHR,3582333.33333333,3
33758,2019-05-09,2019-10-05,THRMHD,4600500,2
33760,2019-05-09,2019-10-06,THRMHD,3938000,2
33762,2019-05-09,2019-10-09,MHDTHR,4119000,3
33767,2019-05-09,2019-10-12,THRMHD,4600500,2
33768,2019-05-09,2019-10-13,THRMHD,3938000,2
33770,2019-05-09,2019-10-15,MHDTHR,3896000,1
33771,2019-05-09,2019-10-15,THRMHD,3896000,1
33773,2019-05-09,2019-10-16,MHDTHR,4230500,2
33774,2019-05-09,2019-10-26,THRMHD,4600500,2
33775,2019-05-09,2019-10-27,THRMHD,3938000,2
33776,2019-05-09,2019-10-28,MHDTHR,3260000,1
33778,2019-05-10,2019-05-10,MHDTHR,1632555.55555556,9
33782,2019-05-10,2019-05-10,THRMHD,1611000,12
33786,2019-05-10,2019-05-11,MHDTHR,1927040.38461538,13
33790,2019-05-10,2019-05-11,THRMHD,1566771.11111111,9
33794,2019-05-10,2019-05-12,MHDTHR,2052090.90909091,11
33798,2019-05-10,2019-05-12,THRMHD,1656909.09090909,11
33802,2019-05-10,2019-05-13,MHDTHR,2179100,10
33806,2019-05-10,2019-05-13,THRMHD,1867375,8
33810,2019-05-10,2019-05-14,MHDTHR,2174500,10
33814,2019-05-10,2019-05-14,THRMHD,2024181.81818182,11
33818,2019-05-10,2019-05-15,MHDTHR,2114777.77777778,9
33822,2019-05-10,2019-05-15,THRMHD,2160333.33333333,9
33826,2019-05-10,2019-05-16,MHDTHR,2112000,10
33830,2019-05-10,2019-05-16,THRMHD,2290625,8
33834,2019-05-10,2019-05-17,MHDTHR,2246500,8
33838,2019-05-10,2019-05-17,THRMHD,2086200,10
33842,2019-05-10,2019-05-18,MHDTHR,2511363.63636364,11
33846,2019-05-10,2019-05-18,THRMHD,2024600,10
33850,2019-05-10,2019-05-19,MHDTHR,2422333.33333333,9
33854,2019-05-10,2019-05-19,THRMHD,2209500,8
33858,2019-05-10,2019-05-20,MHDTHR,2525700,10
33862,2019-05-10,2019-05-20,THRMHD,2362250,8
33866,2019-05-10,2019-05-21,MHDTHR,2489750,8
33870,2019-05-10,2019-05-21,THRMHD,2424333.33333333,9
33874,2019-05-10,2019-05-22,MHDTHR,2476272.72727273,11
33878,2019-05-10,2019-05-22,THRMHD,2626300,10
33882,2019-05-10,2019-05-23,MHDTHR,2569454.54545455,11
33886,2019-05-10,2019-05-23,THRMHD,3941800,9
33890,2019-05-10,2019-05-24,MHDTHR,3036500,8
33894,2019-05-10,2019-05-24,THRMHD,3930800,10
33898,2019-05-10,2019-05-25,MHDTHR,3317222.22222222,9
33902,2019-05-10,2019-05-25,THRMHD,3617777.77777778,9
33906,2019-05-10,2019-05-26,MHDTHR,3277375,8
33910,2019-05-10,2019-05-26,THRMHD,3441375,8
33914,2019-05-10,2019-05-27,MHDTHR,4432900,10
33918,2019-05-10,2019-05-27,THRMHD,3688000,9
33922,2019-05-10,2019-05-28,MHDTHR,3494857.14285714,7
33926,2019-05-10,2019-05-28,THRMHD,2875250,8
33930,2019-05-10,2019-05-29,MHDTHR,2914142.85714286,7
33934,2019-05-10,2019-05-29,THRMHD,2936375,8
33938,2019-05-10,2019-05-30,MHDTHR,2990444.44444444,9
33942,2019-05-10,2019-05-30,THRMHD,3567142.85714286,7
33946,2019-05-10,2019-05-31,MHDTHR,3115625,8
33950,2019-05-10,2019-05-31,THRMHD,2891000,9
33954,2019-05-10,2019-06-01,MHDTHR,3380750,8
33958,2019-05-10,2019-06-01,THRMHD,3411000,9
33962,2019-05-10,2019-06-02,MHDTHR,3189000,7
33966,2019-05-10,2019-06-02,THRMHD,3803000,6
33970,2019-05-10,2019-06-03,MHDTHR,3803111.11111111,9
33974,2019-05-10,2019-06-03,THRMHD,4589000,9
33978,2019-05-10,2019-06-04,MHDTHR,3351250,8
33982,2019-05-10,2019-06-04,THRMHD,5012333.33333333,6
33986,2019-05-10,2019-06-05,MHDTHR,3291875,8
33990,2019-05-10,2019-06-05,THRMHD,4038285.71428571,7
33994,2019-05-10,2019-06-06,MHDTHR,3768375,8
33998,2019-05-10,2019-06-06,THRMHD,4231428.57142857,7
34002,2019-05-10,2019-06-07,MHDTHR,4462285.71428571,7
34006,2019-05-10,2019-06-07,THRMHD,3411500,8
34010,2019-05-10,2019-06-08,MHDTHR,5145125,8
34014,2019-05-10,2019-06-08,THRMHD,3680285.71428571,7
34018,2019-05-10,2019-06-09,MHDTHR,4594857.14285714,7
34022,2019-05-10,2019-06-09,THRMHD,3535571.42857143,7
34026,2019-05-10,2019-06-10,MHDTHR,3642625,8
34030,2019-05-10,2019-06-10,THRMHD,3197142.85714286,7
34034,2019-05-10,2019-06-11,MHDTHR,3652285.71428571,7
34038,2019-05-10,2019-06-11,THRMHD,3549857.14285714,7
34042,2019-05-10,2019-06-12,MHDTHR,3166571.42857143,7
34046,2019-05-10,2019-06-12,THRMHD,3487571.42857143,7
34050,2019-05-10,2019-06-13,MHDTHR,3295250,8
34054,2019-05-10,2019-06-13,THRMHD,3878428.57142857,7
34058,2019-05-10,2019-06-14,MHDTHR,3710000,7
34062,2019-05-10,2019-06-14,THRMHD,3420375,8
34066,2019-05-10,2019-06-15,MHDTHR,3786000,8
34070,2019-05-10,2019-06-15,THRMHD,3375250,8
34074,2019-05-10,2019-06-16,MHDTHR,3263714.28571429,7
34078,2019-05-10,2019-06-16,THRMHD,3741500,6
34082,2019-05-10,2019-06-17,MHDTHR,3433625,8
34086,2019-05-10,2019-06-17,THRMHD,3358000,7
34090,2019-05-10,2019-06-18,MHDTHR,3535571.42857143,7
34094,2019-05-10,2019-06-18,THRMHD,3549857.14285714,7
34098,2019-05-10,2019-06-19,MHDTHR,3195250,8
34102,2019-05-10,2019-06-19,THRMHD,3246142.85714286,7
34106,2019-05-10,2019-06-20,MHDTHR,3339125,8
34110,2019-05-10,2019-06-20,THRMHD,3864142.85714286,7
34114,2019-05-10,2019-06-21,MHDTHR,3558571.42857143,7
34118,2019-05-10,2019-06-21,THRMHD,3420375,8
34122,2019-05-10,2019-06-22,MHDTHR,3797875,8
34126,2019-05-10,2019-06-22,THRMHD,3796333.33333333,6
34130,2019-05-10,2019-06-23,MHDTHR,3946666.66666667,3
34134,2019-05-10,2019-06-23,THRMHD,3995333.33333333,3
34138,2019-05-10,2019-06-24,MHDTHR,3626500,4
34142,2019-05-10,2019-06-24,THRMHD,3447666.66666667,3
34146,2019-05-10,2019-06-25,MHDTHR,3995333.33333333,3
34150,2019-05-10,2019-06-25,THRMHD,3842000,3
34153,2019-05-10,2019-06-26,MHDTHR,3201000,3
34157,2019-05-10,2019-06-26,THRMHD,2922000,2
34161,2019-05-10,2019-06-27,MHDTHR,3544250,4
34164,2019-05-10,2019-06-27,THRMHD,4434666.66666667,3
34168,2019-05-10,2019-06-28,MHDTHR,3841333.33333333,3
34172,2019-05-10,2019-06-28,THRMHD,3766750,4
34175,2019-05-10,2019-06-29,MHDTHR,4219250,4
34179,2019-05-10,2019-06-29,THRMHD,3682250,4
34183,2019-05-10,2019-06-30,MHDTHR,4797666.66666667,3
34187,2019-05-10,2019-06-30,THRMHD,3938000,2
34190,2019-05-10,2019-07-01,MHDTHR,4186500,4
34194,2019-05-10,2019-07-01,THRMHD,3447666.66666667,3
34197,2019-05-10,2019-07-02,MHDTHR,3995333.33333333,3
34201,2019-05-10,2019-07-02,THRMHD,3842000,3
34204,2019-05-10,2019-07-03,MHDTHR,4116750,4
34208,2019-05-10,2019-07-03,THRMHD,2746500,2
34212,2019-05-10,2019-07-04,MHDTHR,3259750,4
34215,2019-05-10,2019-07-04,THRMHD,4158666.66666667,3
34218,2019-05-10,2019-07-05,MHDTHR,3579000,3
34221,2019-05-10,2019-07-05,THRMHD,3247500,4
34224,2019-05-10,2019-07-06,MHDTHR,4022500,4
34227,2019-05-10,2019-07-06,THRMHD,3376333.33333333,3
34231,2019-05-10,2019-07-07,MHDTHR,3611000,3
34235,2019-05-10,2019-07-07,THRMHD,3995333.33333333,3
34239,2019-05-10,2019-07-08,MHDTHR,3465333.33333333,3
34243,2019-05-10,2019-07-08,THRMHD,3447666.66666667,3
34247,2019-05-10,2019-07-09,MHDTHR,3995333.33333333,3
34250,2019-05-10,2019-07-09,THRMHD,3842000,3
34253,2019-05-10,2019-07-10,MHDTHR,4190333.33333333,3
34257,2019-05-10,2019-07-10,THRMHD,3620000,2
34262,2019-05-10,2019-07-11,THRMHD,4762000,3
34264,2019-05-10,2019-07-12,MHDTHR,4137000,2
34266,2019-05-10,2019-07-12,THRMHD,3797250,4
34268,2019-05-10,2019-07-13,MHDTHR,4119750,4
34271,2019-05-10,2019-07-13,THRMHD,4572250,4
34274,2019-05-10,2019-07-14,MHDTHR,3743666.66666667,3
34276,2019-05-10,2019-07-14,THRMHD,4352000,2
34279,2019-05-10,2019-07-15,MHDTHR,4824000,4
34281,2019-05-10,2019-07-15,THRMHD,3447666.66666667,3
34283,2019-05-10,2019-07-16,MHDTHR,5345333.33333333,3
34286,2019-05-10,2019-07-16,THRMHD,3595333.33333333,3
34288,2019-05-10,2019-07-17,MHDTHR,4489250,4
34290,2019-05-10,2019-07-17,THRMHD,3116500,2
34292,2019-05-10,2019-07-18,MHDTHR,3259750,4
34295,2019-05-10,2019-07-18,THRMHD,4158666.66666667,3
34297,2019-05-10,2019-07-19,MHDTHR,3579000,3
34299,2019-05-10,2019-07-19,THRMHD,3159750,4
34301,2019-05-10,2019-07-20,MHDTHR,3934750,4
34304,2019-05-10,2019-07-20,THRMHD,3376333.33333333,3
34306,2019-05-10,2019-07-21,MHDTHR,3611000,3
34308,2019-05-10,2019-07-21,THRMHD,3995333.33333333,3
34310,2019-05-10,2019-07-22,MHDTHR,3626500,4
34312,2019-05-10,2019-07-22,THRMHD,3447666.66666667,3
34314,2019-05-10,2019-07-23,MHDTHR,3995333.33333333,3
34316,2019-05-10,2019-07-23,THRMHD,3842000,3
34318,2019-05-10,2019-07-24,MHDTHR,4190333.33333333,3
34319,2019-05-10,2019-07-24,THRMHD,3315500,2
34321,2019-05-10,2019-07-25,THRMHD,4434666.66666667,3
34323,2019-05-10,2019-07-26,MHDTHR,4808000,1
34324,2019-05-10,2019-07-26,THRMHD,3444250,4
34326,2019-05-10,2019-07-27,MHDTHR,4572250,4
34327,2019-05-10,2019-07-27,THRMHD,3659250,4
34329,2019-05-10,2019-07-28,MHDTHR,4797666.66666667,3
34330,2019-05-10,2019-07-28,THRMHD,4137000,2
34332,2019-05-10,2019-07-29,MHDTHR,3811500,4
34334,2019-05-10,2019-07-30,MHDTHR,3865666.66666667,3
34339,2019-05-10,2019-08-02,THRMHD,3201000,3
34340,2019-05-10,2019-08-03,MHDTHR,3240000,1
34342,2019-05-10,2019-08-03,THRMHD,3376333.33333333,3
34343,2019-05-10,2019-08-04,MHDTHR,4194333.33333333,3
34346,2019-05-10,2019-08-04,THRMHD,3995333.33333333,3
34347,2019-05-10,2019-08-05,MHDTHR,3714250,4
34349,2019-05-10,2019-08-05,THRMHD,3723666.66666667,3
34351,2019-05-10,2019-08-06,THRMHD,4742000,3
34353,2019-05-10,2019-08-07,THRMHD,3425500,2
34355,2019-05-10,2019-08-08,MHDTHR,3116500,2
34356,2019-05-10,2019-08-08,THRMHD,4762000,3
34358,2019-05-10,2019-08-09,MHDTHR,3579000,3
34359,2019-05-10,2019-08-09,THRMHD,3797250,4
34361,2019-05-10,2019-08-10,MHDTHR,3934750,4
34363,2019-05-10,2019-08-10,THRMHD,2253000,1
34365,2019-05-10,2019-08-11,MHDTHR,3944333.33333333,3
34366,2019-05-10,2019-08-11,THRMHD,3568000,2
34368,2019-05-10,2019-08-12,MHDTHR,3465333.33333333,3
34370,2019-05-10,2019-08-12,THRMHD,4194333.33333333,3
34372,2019-05-10,2019-08-13,MHDTHR,4742000,3
